,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.00267379679144385,0.0018938986333799635,0.0,0.1774193548387097,0.008697371021941095,0.004351696172485412,0.0018928801892880188,0.0003846221087781255,0.0684079886341872,0.0,0.44549721727420455,0.1551587110648224,0.07906243092280371,0.053046313991388074,0.0052143732594048895,0.858974358974359,0.0,0.858974358974359,0.858974358974359,0.858974358974359,0.858974358974359,0.858974358974359
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.040106951871657755,0.0005480827863266257,0.00020206055288450597,0.020161290322580645,0.0013836726625815379,0.001087924043121353,0.0006237900623790062,0.00025350093533103727,0.02381383697518793,0.008222245229137424,0.06401007971225937,0.03305785126163306,0.022329939744290542,0.02163436015492079,0.003994334025487498,0.9573906989696463,0.8269908977227489,0.8571428571428572,0.9071428571428571,1.0,1.0,1.0
4,0.0053475935828877,0.00030130205531044875,8.247839160696663e-05,0.020161290322580645,0.0011860051393556038,0.0006923153001681337,0.00034416003441600345,7.867270406825294e-05,0.013999119136107529,0.002929574068829024,0.0746156163507193,0.028869604353765354,0.016179461080156218,0.011840901420387354,0.0012608081674127761,1.0,0.7475678813748676,1.0,1.0,1.0,1.0,1.0
5,0.22459893048128343,0.0006231008490773906,0.000369784767043078,0.020161290322580645,0.0013836726625815379,0.000989021857383048,0.000699075069907507,0.0011626077378975156,0.02644289197916973,0.01206186223676067,0.06401007971225937,0.03229285681391649,0.023271022511325432,0.0244981510236423,0.012800520225908663,0.9014319286946304,0.9125920300957188,0.5,0.8399122807017544,0.9294326241134752,1.0,1.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.00267379679144385,0.0003873883568277198,0.0,0.036290322580645164,0.0017790077090334058,0.0008901196716447434,0.0003871800387180039,7.867270406825294e-05,0.019320760143600995,0.0,0.1258236801205268,0.043822136866271885,0.022329939744290542,0.014982096822205913,0.0014727176906619455,0.9285714285714286,0.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.00267379679144385,0.0011191219197245238,0.0,0.10483870967741936,0.005139355603874284,0.002571456829195925,0.0011185201118520112,0.00022727670064161962,0.04338739064307031,0.0,0.2825541604451873,0.09840855933718261,0.050144912080109474,0.03364433296857838,0.003307187568025004,0.9027777777777778,0.0,0.9027777777777778,0.9027777777777778,0.9027777777777778,0.9027777777777778,0.9027777777777778
