,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-0.9946524064171123,-0.9962122027332401,-1.0,-0.6451612903225807,-0.9826052579561179,-0.9912966076550291,-0.996214239621424,-0.9992307557824437,-0.8631840227316256,-1.0,-0.1090055654515909,-0.6896825778703553,-0.8418751381543926,-0.8939073720172239,-0.9895712534811901,0.717948717948718,-1.0,0.717948717948718,0.717948717948718,0.717948717948718,0.717948717948718,0.717948717948718
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,-0.9197860962566845,-0.9989038344273468,-0.999595878894231,-0.9596774193548387,-0.9972326546748369,-0.9978241519137573,-0.998752419875242,-0.9994929981293379,-0.9523723260496242,-0.9835555095417251,-0.8719798405754812,-0.9338842974767338,-0.9553401205114189,-0.9567312796901585,-0.9920113319490249,0.9147813979392928,0.6539817954454981,0.7142857142857143,0.8142857142857143,1.0,1.0,1.0
4,-0.9893048128342246,-0.999397395889379,-0.9998350432167861,-0.9596774193548387,-0.9976279897212889,-0.9986153693996637,-0.999311679931168,-0.9998426545918635,-0.972001761727785,-0.9941408518623419,-0.8507687672985613,-0.9422607912924693,-0.9676410778396876,-0.9763181971592253,-0.9974783836651744,1.0,0.49513576274973525,1.0,1.0,1.0,1.0,1.0
5,-0.5508021390374331,-0.9987537983018452,-0.9992604304659138,-0.9596774193548387,-0.9972326546748369,-0.9980219562852338,-0.998601849860185,-0.997674784524205,-0.9471142160416606,-0.9758762755264787,-0.8719798405754812,-0.9354142863721671,-0.9534579549773492,-0.9510036979527154,-0.9743989595481827,0.8028638573892608,0.8251840601914374,0.0,0.6798245614035088,0.8588652482269503,1.0,1.0
6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,-0.9946524064171123,-0.9992252232863446,-1.0,-0.9274193548387097,-0.9964419845819332,-0.9982197606567105,-0.999225639922564,-0.9998426545918635,-0.9613584797127981,-1.0,-0.7483526397589464,-0.9123557262674562,-0.9553401205114189,-0.9700358063555882,-0.997054564618676,0.8571428571428571,-1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,-0.9946524064171123,-0.997761756160551,-1.0,-0.7903225806451613,-0.9897212887922514,-0.9948570863416081,-0.9977629597762959,-0.9995454465987167,-0.9132252187138594,-1.0,-0.43489167910962534,-0.8031828813256348,-0.8997101758397811,-0.9327113340628432,-0.99338562486395,0.8055555555555556,-1.0,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556
